label	vfbid	sourcename	sourceuri
fru_M_200266	VFB_00000001		
fru_M_200267	VFB_00000002		
fru_M_700150	VFB_00000003		
fru_M_600101	VFB_00000004		
fru_M_900070	VFB_00000005		
fru_M_100217	VFB_00000006		
fru_M_200324	VFB_00000007		
fru_M_200325	VFB_00000008		
fru_M_200326	VFB_00000009		
fru_M_200327	VFB_00000010		
fru_M_200335	VFB_00000011		
fru_M_200336	VFB_00000012		
fru_M_200337	VFB_00000013		
fru_M_900047	VFB_00000014		
fru_M_900048	VFB_00000015		
fru_M_900049	VFB_00000016		
fru_M_900050	VFB_00000017		
fru_M_200253	VFB_00000018		
fru_M_100205	VFB_00000019		
fru_M_600093	VFB_00000020		
fru_M_200254	VFB_00000021		
fru_M_300249	VFB_00000022		
fru_M_500223	VFB_00000023		
fru_M_400200	VFB_00000024		
fru_M_400201	VFB_00000025		
fru_M_500224	VFB_00000026		
fru_M_500225	VFB_00000027		
fru_M_000160	VFB_00000028		
fru_M_000161	VFB_00000029		
fru_M_500226	VFB_00000030		
fru_M_000162	VFB_00000031		
fru_M_000163	VFB_00000032		
fru_M_000164	VFB_00000033		
fru_M_000165	VFB_00000034		
fru_M_000166	VFB_00000035		
fru_M_700143	VFB_00000036		
fru_M_700144	VFB_00000037		
fru_M_200255	VFB_00000038		
fru_M_500227	VFB_00000039		
fru_M_200257	VFB_00000040		
fru_M_200258	VFB_00000041		
fru_M_200259	VFB_00000042		
fru_M_000167	VFB_00000043		
fru_M_000168	VFB_00000044		
fru_M_000169	VFB_00000045		
fru_M_200260	VFB_00000046		
fru_M_200261	VFB_00000047		
fru_M_600094	VFB_00000048		
fru_M_200262	VFB_00000049		
fru_M_000170	VFB_00000050		
fru_M_000171	VFB_00000051		
fru_M_200263	VFB_00000052		
fru_M_200264	VFB_00000053		
fru_M_300250	VFB_00000054		
fru_M_300251	VFB_00000055		
fru_M_300252	VFB_00000056		
fru_M_100206	VFB_00000057		
fru_M_100207	VFB_00000058		
fru_M_100208	VFB_00000059		
fru_M_800088	VFB_00000060		
fru_M_800089	VFB_00000061		
fru_M_800090	VFB_00000062		
fru_M_600095	VFB_00000063		
fru_M_400202	VFB_00000064		
fru_M_400203	VFB_00000065		
fru_M_400204	VFB_00000066		
fru_M_400205	VFB_00000067		
fru_M_200265	VFB_00000068		
fru_M_200268	VFB_00000069		
fru_M_400206	VFB_00000070		
fru_M_600096	VFB_00000071		
fru_M_600097	VFB_00000072		
fru_M_800091	VFB_00000073		
fru_M_700145	VFB_00000074		
fru_M_700146	VFB_00000075		
fru_M_700147	VFB_00000076		
fru_M_700148	VFB_00000077		
fru_M_700149	VFB_00000078		
fru_M_700151	VFB_00000079		
fru_M_700152	VFB_00000080		
fru_M_700153	VFB_00000081		
fru_M_800092	VFB_00000082		
fru_M_800093	VFB_00000083		
fru_M_800094	VFB_00000084		
fru_M_600098	VFB_00000085		
fru_M_600099	VFB_00000086		
fru_M_600100	VFB_00000087		
fru_M_600102	VFB_00000088		
fru_M_600103	VFB_00000089		
fru_M_200269	VFB_00000090		
fru_M_200270	VFB_00000091		
fru_M_200271	VFB_00000092		
fru_M_200272	VFB_00000093		
fru_M_200273	VFB_00000094		
fru_M_700154	VFB_00000095		
fru_M_000172	VFB_00000096		
fru_M_200274	VFB_00000097		
fru_M_200275	VFB_00000098		
fru_M_200276	VFB_00000099		
fru_M_100209	VFB_00000100		
fru_M_400207	VFB_00000101		
fru_M_800095	VFB_00000102		
fru_M_800096	VFB_00000103		
fru_M_800097	VFB_00000104		
fru_M_900051	VFB_00000105		
fru_M_900052	VFB_00000106		
fru_M_900053	VFB_00000107		
fru_M_900054	VFB_00000108		
fru_M_900055	VFB_00000109		
fru_M_900056	VFB_00000110		
fru_M_900057	VFB_00000111		
fru_M_900058	VFB_00000112		
fru_M_200277	VFB_00000113		
fru_M_300253	VFB_00000114		
fru_M_200278	VFB_00000115		
fru_M_200279	VFB_00000116		
fru_M_200280	VFB_00000117		
fru_M_200281	VFB_00000118		
fru_M_200282	VFB_00000119		
